,,,-0.03496,18.4,,,,,-0.03496,9.8
,,,-0.03492,18.4,,,,,-0.03492,10
,,,-0.03488,18.4,,,,,-0.03488,9.8
,,,-0.03484,18.4,,,,,-0.03484,10
,,,-0.0348,18.4,,,,,-0.0348,9.8
,,,-0.03476,18.4,,,,,-0.03476,10
,,,-0.03472,18.4,,,,,-0.03472,10
,,,-0.03468,18.4,,,,,-0.03468,10
,,,-0.03464,18.4,,,,,-0.03464,10
,,,-0.0346,18.6,,,,,-0.0346,9.8
,,,-0.03456,18.6,,,,,-0.03456,9.8
,,,-0.03452,18.6,,,,,-0.03452,9.8
,,,-0.03448,18.4,,,,,-0.03448,9.8
,,,-0.03444,18.4,,,,,-0.03444,9.8
,,,-0.0344,18.4,,,,,-0.0344,10
,,,-0.03436,18.4,,,,,-0.03436,10
,,,-0.03432,18.4,,,,,-0.03432,10
,,,-0.03428,18.4,,,,,-0.03428,9.8
,,,-0.03424,18.6,,,,,-0.03424,10.2
,,,-0.0342,18.6,,,,,-0.0342,9.8
,,,-0.03416,18.4,,,,,-0.03416,10
,,,-0.03412,18.4,,,,,-0.03412,10
,,,-0.03408,18.4,,,,,-0.03408,9.8
,,,-0.03404,18.4,,,,,-0.03404,10
,,,-0.034,18.4,,,,,-0.034,10
,,,-0.03396,18.4,,,,,-0.03396,10
,,,-0.03392,18.2,,,,,-0.03392,9.8
,,,-0.03388,18.2,,,,,-0.03388,10.2
,,,-0.03384,18.2,,,,,-0.03384,10
,,,-0.0338,18,,,,,-0.0338,10
,,,-0.03376,17.8,,,,,-0.03376,10
,,,-0.03372,17.8,,,,,-0.03372,10
,,,-0.03368,17.6,,,,,-0.03368,10
,,,-0.03364,17.4,,,,,-0.03364,9.8
,,,-0.0336,17,,,,,-0.0336,9.8
,,,-0.03356,16.8,,,,,-0.03356,9.8
,,,-0.03352,16.8,,,,,-0.03352,9.8
,,,-0.03348,16.6,,,,,-0.03348,9.8
,,,-0.03344,16.4,,,,,-0.03344,9.8
,,,-0.0334,16.2,,,,,-0.0334,9.8
,,,-0.03336,16,,,,,-0.03336,9.8
,,,-0.03332,15.8,,,,,-0.03332,9.8
,,,-0.03328,15.8,,,,,-0.03328,10
,,,-0.03324,15.8,,,,,-0.03324,9.8
,,,-0.0332,15.6,,,,,-0.0332,9.8
,,,-0.03316,15.4,,,,,-0.03316,9.8
,,,-0.03312,15.4,,,,,-0.03312,9.8
,,,-0.03308,15.2,,,,,-0.03308,9.8
,,,-0.03304,15,,,,,-0.03304,9.8
,,,-0.033,14.8,,,,,-0.033,9.8
,,,-0.03296,14.8,,,,,-0.03296,9.8
,,,-0.03292,14.4,,,,,-0.03292,9.8
,,,-0.03288,14.2,,,,,-0.03288,9.6
,,,-0.03284,14.2,,,,,-0.03284,9.8
,,,-0.0328,14,,,,,-0.0328,9.8
,,,-0.03276,13.8,,,,,-0.03276,9.8
,,,-0.03272,13.6,,,,,-0.03272,9.8
,,,-0.03268,13.4,,,,,-0.03268,9.8
,,,-0.03264,13.4,,,,,-0.03264,9.6
,,,-0.0326,13.2,,,,,-0.0326,9.8
,,,-0.03256,13,,,,,-0.03256,9.6
,,,-0.03252,12.6,,,,,-0.03252,9.8
,,,-0.03248,12.6,,,,,-0.03248,9.6
,,,-0.03244,12.4,,,,,-0.03244,9.6
,,,-0.0324,12.2,,,,,-0.0324,9.8
,,,-0.03236,12,,,,,-0.03236,9.8
,,,-0.03232,11.8,,,,,-0.03232,9.4
,,,-0.03228,11.6,,,,,-0.03228,9.6
,,,-0.03224,11.2,,,,,-0.03224,9.6
,,,-0.0322,11,,,,,-0.0322,9.6
,,,-0.03216,10.8,,,,,-0.03216,9.6
,,,-0.03212,10.6,,,,,-0.03212,9.6
,,,-0.03208,10.6,,,,,-0.03208,9.4
,,,-0.03204,10.4,,,,,-0.03204,9.4
,,,-0.032,10.2,,,,,-0.032,9.6
,,,-0.03196,10,,,,,-0.03196,9.6
,,,-0.03192,9.8,,,,,-0.03192,9.6
,,,-0.03188,9.4,,,,,-0.03188,9.6
,,,-0.03184,9.2,,,,,-0.03184,9.4
,,,-0.0318,9,,,,,-0.0318,9.6
,,,-0.03176,8.8,,,,,-0.03176,9.6
,,,-0.03172,8.6,,,,,-0.03172,9.6
,,,-0.03168,8.6,,,,,-0.03168,9.4
,,,-0.03164,8.2,,,,,-0.03164,9.4
,,,-0.0316,8.2,,,,,-0.0316,9.2
,,,-0.03156,7.8,,,,,-0.03156,9.4
,,,-0.03152,7.6,,,,,-0.03152,9.4
,,,-0.03148,7.4,,,,,-0.03148,9.4
,,,-0.03144,7.2,,,,,-0.03144,9.4
,,,-0.0314,7,,,,,-0.0314,9.4
,,,-0.03136,6.8,,,,,-0.03136,9.4
,,,-0.03132,6.6,,,,,-0.03132,9.4
,,,-0.03128,6.2,,,,,-0.03128,9.4
,,,-0.03124,6,,,,,-0.03124,9.2
,,,-0.0312,5.8,,,,,-0.0312,9.2
,,,-0.03116,5.6,,,,,-0.03116,9.4
,,,-0.03112,5.4,,,,,-0.03112,9.2
,,,-0.03108,5.2,,,,,-0.03108,9.2
,,,-0.03104,5,,,,,-0.03104,9.4
,,,-0.031,4.8,,,,,-0.031,9
,,,-0.03096,4.6,,,,,-0.03096,9.2
,,,-0.03092,4.4,,,,,-0.03092,9
,,,-0.03088,4.2,,,,,-0.03088,9.2
,,,-0.03084,3.8,,,,,-0.03084,9
,,,-0.0308,3.6,,,,,-0.0308,9
,,,-0.03076,3.2,,,,,-0.03076,9
,,,-0.03072,3,,,,,-0.03072,9
,,,-0.03068,2.8,,,,,-0.03068,9
,,,-0.03064,2.6,,,,,-0.03064,9
,,,-0.0306,2.2,,,,,-0.0306,9
,,,-0.03056,2,,,,,-0.03056,8.8
,,,-0.03052,1.8,,,,,-0.03052,9
,,,-0.03048,1.6,,,,,-0.03048,9
,,,-0.03044,1.4,,,,,-0.03044,9
,,,-0.0304,1.2,,,,,-0.0304,8.8
,,,-0.03036,0.8,,,,,-0.03036,8.8
,,,-0.03032,0.6,,,,,-0.03032,8.8
,,,-0.03028,0.2,,,,,-0.03028,8.8
,,,-0.03024,0,,,,,-0.03024,8.8
,,,-0.0302,-0.2,,,,,-0.0302,8.6
,,,-0.03016,-0.6,,,,,-0.03016,8.4
,,,-0.03012,-0.8,,,,,-0.03012,8.4
,,,-0.03008,-1,,,,,-0.03008,8
,,,-0.03004,-1,,,,,-0.03004,7.8
,,,-0.03,-1.4,,,,,-0.03,7.6
,,,-0.02996,-1.6,,,,,-0.02996,7.6
